 JUPITER Photoabsorption cross sections

 -------------------------------------------------------------------------------------------------------------------
 Lambda |      H (*1.e-18cm2)        |                      H2   (*1.e-18cm2)             ###                     | boites
 -------------------------------------------------------------------------------------------------------------------
   NM   |  ABS       H+        ION   |    ABS      H2+       H+      ION      dissoc      ###  Lyalpha    Halpha   |  Torr
 -------------------------------------------------------------------------------------------------------------------
 39
 87.429 0.570E+01 0.570E+01 0.570E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 850-900  
 92.432 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 900-950  
 97.436 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 950-1000 
 97.702 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 C_III    
102.439 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 1000-1050
102.572 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 H_I      
103.191 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 0.000E+00 O_VI       
 -------------------------------------------------------------------------------------------------------------------
 -------------------------------------------------------------------------------------------------------------------
 Lambda |      He (*1.e-18cm2)                |                      CH4   (*1.e-18cm2)            ###         |boites 
 -------------------------------------------------------------------------------------------------------------------
   NM   |  ABS       He+       He++     ION   |     ABS      CH4+     CH3+      CH2+      ION      ###  LymanAlpha| Torr
 -------------------------------------------------------------------------------------------------------------------
  2.327 0.949E-02 0.949E-02 0.356E-05 0.949E-02 0.264E-01 0.203E-01 0.197E-02 0.160E-02 0.108E+00     0.000E+00 XUV      
  3.750 0.153E-01 0.153E-01 0.678E-05 0.153E-01 0.441E-01 0.338E-01 0.329E-02 0.267E-02 0.181E+00     0.000E+00 XUV      
  6.667 0.711E-01 0.711E-01 0.335E-04 0.711E-01 0.951E-01 0.616E-01 0.599E-02 0.487E-02 0.329E+00     0.000E+00 50-100   
 12.000 0.367E+00 0.367E+00 0.102E-03 0.367E+00 0.516E+00 0.112E+00 0.109E-01 0.889E-02 0.600E+00     0.000E+00 100-150  
 17.143 0.894E+00 0.894E+00 0.000E+00 0.894E+00 0.143E+01 0.200E+00 0.200E+00 0.113E+00 0.143E+01     0.299E-02 150-200  
 22.222 0.160E+01 0.160E+01 0.000E+00 0.160E+01 0.273E+01 0.722E+00 0.722E+00 0.439E+00 0.273E+01     0.808E-02 200-250  
 25.630 0.217E+01 0.217E+01 0.000E+00 0.217E+01 0.397E+01 0.128E+01 0.128E+01 0.650E+00 0.397E+01     0.116E-01 He_II    
 27.273 0.247E+01 0.247E+01 0.000E+00 0.247E+01 0.462E+01 0.168E+01 0.168E+01 0.713E+00 0.462E+01     0.142E-01 250-300  
 28.415 0.268E+01 0.268E+01 0.000E+00 0.268E+01 0.512E+01 0.192E+01 0.192E+01 0.757E+00 0.512E+01     0.172E-01 Fe_XV    
 30.331 0.306E+01 0.306E+01 0.000E+00 0.306E+01 0.606E+01 0.232E+01 0.232E+01 0.831E+00 0.606E+01     0.213E-01 Si_XI    
 30.378 0.306E+01 0.306E+01 0.000E+00 0.306E+01 0.609E+01 0.233E+01 0.233E+01 0.833E+00 0.609E+01     0.214E-01 He_II    
 32.308 0.346E+01 0.346E+01 0.000E+00 0.346E+01 0.727E+01 0.281E+01 0.281E+01 0.847E+00 0.727E+01     0.231E-01 300-350  
 36.807 0.444E+01 0.444E+01 0.000E+00 0.444E+01 0.105E+02 0.435E+01 0.422E+01 0.956E+00 0.105E+02     0.223E-01 Mg_IX    
 37.333 0.455E+01 0.455E+01 0.000E+00 0.455E+01 0.110E+02 0.452E+01 0.443E+01 0.977E+00 0.110E+02     0.229E-01 350-400  
 42.353 0.566E+01 0.566E+01 0.000E+00 0.566E+01 0.156E+02 0.639E+01 0.668E+01 0.118E+01 0.156E+02     0.338E-01 400-450  
 46.522 0.657E+01 0.657E+01 0.000E+00 0.657E+01 0.196E+02 0.853E+01 0.899E+01 0.130E+01 0.196E+02     0.168E-01 Ne_VII   
 47.368 0.675E+01 0.675E+01 0.000E+00 0.675E+01 0.205E+02 0.898E+01 0.946E+01 0.126E+01 0.205E+02     0.138E-01 450-500  
 52.381 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.258E+02 0.121E+02 0.125E+02 0.104E+01 0.258E+02     0.657E-02 500-550  
 55.437 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.295E+02 0.137E+02 0.142E+02 0.811E+00 0.295E+02     0.266E-01 O_V      
 57.391 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.312E+02 0.146E+02 0.152E+02 0.808E+00 0.312E+02     0.211E-01 550-600  
 58.433 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.321E+02 0.151E+02 0.157E+02 0.807E+00 0.321E+02     0.134E-01 He_I     
 60.976 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.344E+02 0.161E+02 0.169E+02 0.803E+00 0.344E+02     0.964E-02 Mg_X     
 62.400 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.355E+02 0.169E+02 0.175E+02 0.801E+00 0.355E+02     0.523E-02 600-650  
 62.973 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.360E+02 0.173E+02 0.177E+02 0.800E+00 0.360E+02     0.307E-02 O_IV     
 67.407 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.399E+02 0.193E+02 0.194E+02 0.917E+00 0.399E+02     0.760E-03 650-700  
 70.331 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.422E+02 0.208E+02 0.204E+02 0.912E+00 0.422E+02     0.306E-03 O_III    
 72.414 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.439E+02 0.217E+02 0.210E+02 0.909E+00 0.439E+02     0.000E+00 700-750  
 76.515 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.461E+02 0.229E+02 0.215E+02 0.928E+00 0.449E+02     0.000E+00 N_IV     
 77.041 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.463E+02 0.231E+02 0.214E+02 0.885E+00 0.448E+02     0.000E+00 Ne_VIII  
 77.419 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.465E+02 0.232E+02 0.212E+02 0.855E+00 0.448E+02     0.000E+00 750-800  
 78.936 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.472E+02 0.239E+02 0.204E+02 0.701E+00 0.442E+02     0.000E+00 O_IV     
 82.424 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.487E+02 0.257E+02 0.155E+02 0.000E+00 0.401E+02     0.000E+00 800-850  
 87.429 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.501E+02 0.255E+02 0.000E+00 0.000E+00 0.252E+02     0.000E+00 850-900  
 92.432 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.470E+02 0.122E+02 0.000E+00 0.000E+00 0.125E+02     0.000E+00 900-950  
 97.436 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.399E+02 0.102E+01 0.000E+00 0.000E+00 0.107E+01     0.000E+00 950-1000 
 97.702 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.394E+02 0.779E+00 0.000E+00 0.000E+00 0.892E+00     0.000E+00 C_III    
102.439 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.302E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 1000-1050
102.572 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.300E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 H_I      
103.191 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.288E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00     0.000E+00 O_VI     


 REFERENCES

 H : Norwood 90 and Samson 66 (Marina Galand)

 H2 : Yan 98
 H2 : ionization/absorption : Chung 93
 H2 : H2 ->H2+, H2-> H+ : Chung 93
 H2 : neutral dissociation : Glass-Maujean & Schmoranzer 2005

 He : Yan 98
 He++ : Samson 92

 CH4 : Samson 89  data for absorption in [1.25 nm , 94.3 nm] and ionisations 
 CH4 : Au93's data for absorption at wl>94.3nm (ie E<13.1eV)

 EMISSIONS
  crs(H2->H Lyalpha) and crs(H2-->H Halpha) : Bozek 2006 
  crs(CH4->Lyalpha : from Fukuzawa 2004, renormalized so that int( crs(E).h.c/(E^2) dE )=int( crs(lambda) dlambda )
 								   |
 								   |
 								calculated with Wu's data (Wu 71, jcp91) 
