# Cross section for CO
# Energy in eV
# Cross section in cm2
# Elastic Cross Section
# Process 0 : CO+e -> CO(vib)
# Process 1 : CO+e -> exc
# Process 2 : CO+e ->CO(A1Pi)
# Process 3 : CO+e -> CO(a3Pi)
# Process 4 : CO+e -> C+O(3S)
# Process 5 : CO + e -> O(1S) + C + e
# Process 6 : CO + e -> CO+ + e
# Process 7 : CO + e -> O+
# Process 8 : CO + e -> C+
# Process 9 : CO+e -> CO++ 
# Process 10 : CO + e -> C++
# Process 11 : CO + e -> O++
# Process 12 : CO + e -> .9952 x CO++(X-KSHELL) 0.0048 x CO+(X) 0.0048 x Fluo-auger(X-O) 
1.550436963e+02	3.245756902e-16	0.000000000e+00	1.572257313e-16	2.741643120e-18	2.881666312e-18	7.593967741e-19	4.857700836e-19	1.806445205e-16	3.088264240e-17	3.536343849e-17	1.288633405e-18	1.191586388e-18	2.714348594e-19	0.000000000e+00	
1.359784197e+02	3.530896947e-16	0.000000000e+00	1.761609911e-16	2.946057127e-18	4.380218233e-18	7.779939936e-19	5.014632459e-19	1.858934850e-16	3.146790648e-17	3.701772319e-17	1.197756235e-18	1.054084396e-18	2.174116411e-19	0.000000000e+00	
1.192172751e+02	3.828200975e-16	0.000000000e+00	1.932949841e-16	3.156190323e-18	6.448620706e-18	7.963328492e-19	5.105369521e-19	1.901449655e-16	3.143668687e-17	3.790709973e-17	1.112305123e-18	8.550338054e-19	1.557760203e-19	0.000000000e+00	
1.044817969e+02	4.110183761e-16	0.000000000e+00	2.097295677e-16	3.383210266e-18	7.998561145e-18	7.959765712e-19	5.114486754e-19	1.930940093e-16	3.102433951e-17	3.767139771e-17	1.118200677e-18	6.267608240e-19	9.821748917e-20	0.000000000e+00	
9.152717330e+01	4.368851362e-16	0.000000000e+00	2.418212363e-16	3.627044546e-18	1.023089830e-17	7.783389111e-19	5.030050942e-19	1.940000000e-16	2.996542027e-17	3.743047450e-17	1.270745770e-18	4.104222374e-19	5.295736570e-20	0.000000000e+00	
8.013817938e+01	4.695718357e-16	0.000000000e+00	2.716378723e-16	3.891622745e-18	1.242096477e-17	7.444940175e-19	4.846153534e-19	1.940000000e-16	2.782669984e-17	3.513079686e-17	9.739327813e-19	2.363673899e-19	2.266749005e-20	0.000000000e+00	
7.012560113e+01	5.094770668e-16	0.000000000e+00	2.897666910e-16	4.183200010e-18	1.389941320e-17	6.987460733e-19	4.564809605e-19	1.930125281e-16	2.503335683e-17	3.332202562e-17	7.524269795e-19	1.154026706e-19	6.023922633e-21	0.000000000e+00	
6.132309196e+01	5.445326668e-16	0.000000000e+00	3.209916235e-16	4.500839329e-18	1.695586354e-17	6.383585072e-19	4.196509613e-19	1.860391342e-16	2.050988327e-17	2.935856428e-17	5.730394872e-19	4.319558859e-20	1.390907222e-22	0.000000000e+00	
5.358440910e+01	5.815757430e-16	0.000000000e+00	3.584703973e-16	4.842489170e-18	1.859978014e-17	5.655071926e-19	3.759072696e-19	1.785206859e-16	1.529242891e-17	2.630068690e-17	2.286262252e-19	8.729011429e-21	0.000000000e+00	0.000000000e+00	
4.678098394e+01	6.246677272e-16	4.940656458e-324	3.886267255e-16	5.204675814e-18	2.043297652e-17	4.795296018e-19	3.275045568e-19	1.686439745e-16	1.033903115e-17	2.212301445e-17	4.958522165e-27	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.079978601e+01	6.732269034e-16	1.417667026e-305	4.091716950e-16	5.578875508e-18	2.304179876e-17	3.630059735e-19	2.768409325e-19	1.574405529e-16	6.566716375e-18	1.762739323e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.554144513e+01	7.228954971e-16	1.177824022e-286	4.242568125e-16	5.954587490e-18	3.169717944e-17	1.995824072e-19	2.261518572e-19	1.398443714e-16	4.005481840e-18	1.228369138e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.091860047e+01	7.702311142e-16	1.505366537e-267	4.373504428e-16	6.400915829e-18	4.417978774e-17	1.197333215e-19	1.772963275e-19	1.189172963e-16	1.172646137e-18	6.158477262e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.685444922e+01	8.271495223e-16	3.173432119e-248	4.358686758e-16	6.799850565e-18	5.717188125e-17	7.788199401e-20	1.316612633e-19	8.721948642e-17	7.662760753e-34	2.398910534e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.328147054e+01	8.841725569e-16	1.198714633e-228	4.312230086e-16	6.973461420e-18	7.259792775e-17	2.322290564e-20	9.017346812e-20	6.170339844e-17	0.000000000e+00	7.355737629e-27	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.014030381e+01	9.375424184e-16	8.958430598e-209	4.271797114e-16	6.933844190e-18	9.666627992e-17	3.678787786e-21	5.339761435e-20	4.415506453e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.737876246e+01	1.020740911e-15	1.492554156e-188	3.390366925e-16	6.603881251e-18	1.264777768e-16	0.000000000e+00	2.174872097e-20	1.539781869e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.495096690e+01	1.100323999e-15	6.409671386e-168	2.735723644e-16	6.100626690e-18	1.347254670e-16	0.000000000e+00	0.000000000e+00	5.884563350e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.281658231e+01	1.114520374e-15	8.478712062e-147	2.181097976e-16	5.314662418e-18	1.454248927e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.094014855e+01	1.135798978e-15	4.310689835e-125	1.717203421e-16	3.937378397e-18	1.728158758e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
9.290490991e+00	1.164154601e-15	1.113252941e-102	1.391957282e-16	2.077647175e-18	1.828947838e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
7.840202622e+00	1.203173797e-15	2.087304090e-79	1.115401433e-16	2.620983433e-19	1.268308955e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.565188700e+00	1.254161479e-15	4.530850126e-55	8.200892170e-17	0.000000000e+00	5.491825060e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
5.444266450e+00	1.402382967e-15	7.822377026e-29	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.458813141e+00	1.592038254e-15	1.289635716e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.592456687e+00	1.918889946e-15	2.545615461e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.830803650e+00	2.517493951e-15	7.524780980e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.161200111e+00	3.478437498e-15	3.793621212e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.572521437e+00	2.431339207e-15	2.215642964e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.054987462e+00	1.434218052e-15	7.210719565e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.000000000e-01	9.013606864e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.000000000e-01	5.991527190e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

