# Cross section for O
# Energy in eV
# Cross section in cm2
# Total Cross Section
# Elastic Cross Section
# Process 0 : O+e->O(fine)
# Process 1 : O+e->O(fine)
# Process 2 : O+e->O(3S)
# Process 3 : O+e -> O(1D)
# Process 4 : O+e -> O(1S)
# Process 5 : O+e->O(5S)
# Process 6 : O+e->O(3p3P)
# Process 7 : O+e->O(3p5P)
# Process 8 : O+e->O(2p5 3P)
# Process 9 : O+e->O(Rydberg)
# Process 10 : O+e->O(3s3D)
# Process 11 : O+e->O(3d3D)
# Process 12 : O+e->O(5d3D)
# Process 13 : O+e->O(4d3D)
# Process 14 : O+e->O(3s''3P)
# Process 15 : O+e->O(4d3P)
# Process 16 : O+e->O+(4S)
# Process 17 : O+e->O+(2D)
# Process 18 : O+e->O+(2P)
# Process 19 : O+e->O+(2P*)
# Process 20 : O+e->O++
# Process 21 : O + e -> .9931 x O++(X-KSHELL) 0.0069 x O+(X) 0.0069 x Fluo-auger(X) 
# Process 22 : O+e->O(3P-5P) emission 777.4nm
4.393636273e+02	2.072955492e-16	9.986315839e-17	3.922399596e-19	4.240804318e-19	3.302322129e-18	1.232774043e-19	8.924139449e-21	5.438072409e-22	1.810794394e-19	2.464438021e-22	1.180404241e-18	8.016159186e-18	1.554789410e-18	6.492746959e-19	2.300777133e-19	3.759290024e-19	1.469238451e-18	2.758773536e-19	3.114606987e-17	2.520037190e-17	1.528147608e-17	1.502947385e-17	2.590535293e-18	0.000000000e+00	2.476741597e-18	
3.859368955e+02	2.281821008e-16	1.089475682e-16	4.096053037e-19	4.367295296e-19	3.644559188e-18	1.584419450e-19	1.456037931e-20	8.922917350e-22	2.271560317e-19	3.932595571e-22	1.386849712e-18	8.898790173e-18	1.784135124e-18	7.514942666e-19	2.603063216e-19	4.332553781e-19	1.837293240e-18	3.508517039e-19	3.461461189e-17	2.778487702e-17	1.689616511e-17	1.624243353e-17	3.101131224e-18	0.000000000e+00	2.733419391e-18	
3.389670457e+02	2.490449983e-16	1.175979533e-16	4.255058892e-19	4.481611968e-19	4.054813750e-18	2.036833825e-19	2.239156833e-20	1.379041937e-21	2.772557875e-19	5.930779728e-22	1.629639204e-18	9.754680790e-18	2.013548464e-18	8.545725114e-19	2.901454921e-19	4.908319479e-19	2.236306505e-18	4.334240107e-19	3.831854861e-17	3.047075089e-17	1.856993354e-17	1.742017801e-17	3.530701285e-18	0.000000000e+00	3.041110313e-18	
2.976737322e+02	2.747394160e-16	1.296680898e-16	4.399938830e-19	4.584582033e-19	4.457080156e-18	2.619109008e-19	3.268941349e-20	2.022078300e-21	3.303514441e-19	8.510985705e-22	1.915251493e-18	1.057487424e-17	2.239481083e-18	9.568098855e-19	3.191912033e-19	5.477377764e-19	2.658085017e-18	5.219262593e-19	4.263395495e-17	3.359353431e-17	2.047589516e-17	1.882622739e-17	3.825000239e-18	0.000000000e+00	3.342810117e-18	
2.613709177e+02	2.980322638e-16	1.408687934e-16	4.531378539e-19	4.677060107e-19	4.901783007e-18	3.368835824e-19	4.559010072e-20	2.830935036e-21	3.853676675e-19	1.169202282e-21	2.251347611e-18	1.135272004e-17	2.458957308e-18	1.056747490e-18	3.471189854e-19	6.031912796e-19	3.094124280e-18	6.145437419e-19	4.680012459e-17	3.608294158e-17	2.141731463e-17	1.985750338e-17	4.632367117e-18	0.000000000e+00	3.676337255e-18	
2.294554761e+02	3.242499411e-16	1.553999290e-16	4.650172622e-19	4.759901388e-19	5.379583951e-18	4.334633868e-19	6.107660143e-20	3.805406702e-21	4.412546141e-19	1.545725508e-21	2.646995887e-18	1.208368310e-17	2.669607640e-18	1.153194182e-18	3.736830381e-19	6.565619738e-19	3.536176856e-18	7.094512619e-19	5.103937075e-17	3.861967543e-17	2.238044547e-17	2.091109598e-17	4.808333454e-18	0.000000000e+00	4.034687963e-18	
2.013971717e+02	3.487453996e-16	1.683718997e-16	4.757179632e-19	4.833942060e-19	5.864729759e-18	5.579456338e-19	7.898235553e-20	4.935667373e-21	4.970445168e-19	1.975705994e-21	3.112942977e-18	1.276508266e-17	2.869655703e-18	1.245229747e-18	3.987108211e-19	7.073696777e-19	3.976683923e-18	8.049235599e-19	5.520965504e-17	4.109849011e-17	2.331353298e-17	2.193473756e-17	4.971759287e-18	0.000000000e+00	4.398547320e-18	
1.767298508e+02	3.741483947e-16	1.835430349e-16	4.853286424e-19	4.899985295e-19	6.410709940e-18	7.184917726e-19	1.104562375e-19	7.216631706e-21	6.057061419e-19	3.063602840e-21	3.708638484e-18	1.403228603e-17	3.227671629e-18	1.443472478e-18	4.601042563e-19	8.143641988e-19	4.691906043e-18	9.728677339e-19	5.952482365e-17	4.181171971e-17	2.363385297e-17	2.240065317e-17	5.052027959e-18	0.000000000e+00	4.808032455e-18	
1.550436963e+02	3.985844781e-16	2.014812076e-16	4.939380740e-19	4.958791799e-19	6.995622934e-18	9.332159703e-19	1.491948751e-19	1.015900479e-20	7.242429583e-19	4.558565859e-21	4.330907783e-18	1.528725977e-17	3.589359515e-18	1.650641431e-18	5.242206446e-19	9.253898609e-19	5.444050073e-18	1.154001434e-18	6.231793037e-17	4.152105627e-17	2.341240319e-17	2.234312605e-17	4.796112562e-18	0.000000000e+00	5.246717201e-18	
1.359784197e+02	4.236549265e-16	2.197666976e-16	5.208656054e-19	5.226201330e-19	7.633251511e-18	1.216869151e-18	2.039238084e-19	1.579870604e-20	8.474723738e-19	7.161018704e-21	5.175067709e-18	1.648294894e-17	3.940667818e-18	1.857196579e-18	5.879286292e-19	1.035434476e-18	6.204274096e-18	1.340902495e-18	6.540118837e-17	4.095805509e-17	2.299768015e-17	2.231417333e-17	4.624748932e-18	0.000000000e+00	5.724938633e-18	
1.192172751e+02	4.513617505e-16	2.420743419e-16	6.176291665e-19	6.284563816e-19	8.261718732e-18	1.540971594e-18	2.725203740e-19	2.435398499e-20	9.730149814e-19	1.100170869e-20	6.132462196e-18	1.761114486e-17	4.277811876e-18	2.060035086e-18	6.503022489e-19	1.142938975e-18	6.959836637e-18	1.530063362e-18	6.786909602e-17	4.006632780e-17	2.239531621e-17	2.213543451e-17	4.126971903e-18	0.000000000e+00	6.196289049e-18	
1.044817969e+02	4.736200730e-16	2.607698250e-16	7.174413355e-19	7.390690181e-19	8.882195880e-18	1.994473388e-18	3.516500119e-19	3.562903434e-20	1.098659053e-18	1.604751569e-20	7.119417141e-18	1.866660613e-17	4.597956258e-18	2.256580681e-18	7.105809971e-19	1.246633341e-18	7.699729730e-18	1.718284889e-18	6.955295682e-17	3.899571676e-17	2.170542992e-17	2.182027866e-17	2.924911448e-18	0.000000000e+00	6.661646910e-18	
9.152717330e+01	5.027239508e-16	2.874851684e-16	8.184315133e-19	8.522862413e-19	9.501896630e-18	2.502200165e-18	4.497289358e-19	5.322793902e-20	1.323456734e-18	2.402065833e-20	8.421813253e-18	2.001099256e-17	4.955056049e-18	2.483796540e-18	7.861007011e-19	1.379383880e-18	8.390944216e-18	1.902953766e-18	7.093572945e-17	3.678204154e-17	2.039328296e-17	2.129129031e-17	1.980148379e-18	0.000000000e+00	7.126422473e-18	
8.013817938e+01	5.290281855e-16	3.121037942e-16	9.188949852e-19	9.660619613e-19	1.013204320e-17	3.220012118e-18	5.640280149e-19	7.814926477e-20	1.617406244e-18	3.540194935e-20	9.930754198e-18	2.145521426e-17	5.319838320e-18	2.722333899e-18	8.683617541e-19	1.525237905e-18	9.037704313e-18	2.081711255e-18	7.313623483e-17	3.390484631e-17	1.796117938e-17	2.005007613e-17	1.398900968e-18	0.000000000e+00	7.599032397e-18	
7.012560113e+01	5.541848773e-16	3.379351692e-16	1.017354728e-18	1.078568229e-18	1.078158296e-17	4.048357518e-18	6.882789066e-19	1.095351050e-19	1.929304998e-18	4.978658916e-20	1.147911674e-17	2.281074667e-17	5.662652861e-18	2.950894433e-18	9.477625410e-19	1.666151245e-18	9.647353217e-18	2.252684336e-18	7.320519576e-17	3.040107374e-17	1.616996758e-17	1.832268207e-17	1.030657840e-18	0.000000000e+00	8.086187221e-18	
6.132309196e+01	5.810104011e-16	3.665586734e-16	1.112593092e-18	1.188251160e-18	1.139483852e-17	4.946263935e-18	8.301995944e-19	1.686452984e-19	2.252824608e-18	7.517666166e-20	1.272547458e-17	2.407302149e-17	5.982237865e-18	3.167630744e-18	1.023542888e-18	1.800749181e-18	1.021720220e-17	2.414556101e-18	7.290192612e-17	2.725836771e-17	1.411211770e-17	1.601819899e-17	7.879091931e-19	0.000000000e+00	8.546128889e-18	
5.358440910e+01	6.057125977e-16	3.941535619e-16	1.203658845e-18	1.293855090e-18	1.202832729e-17	5.898700485e-18	9.825384149e-19	2.502819545e-19	2.581767545e-18	1.177728452e-19	1.381208151e-17	2.524031534e-17	6.278064649e-18	3.371284519e-18	1.095154043e-18	1.928033300e-18	1.074592073e-17	2.566445597e-18	7.090296306e-17	2.514274747e-17	1.243900593e-17	1.305791128e-17	6.222059200e-19	0.000000000e+00	9.021245468e-18	
4.678098394e+01	6.240976170e-16	4.187742845e-16	1.289855942e-18	1.394421696e-18	1.268499651e-17	6.975578040e-18	1.158147555e-18	3.826929691e-19	3.044097930e-18	1.761385492e-19	1.377603212e-17	2.662872727e-17	6.228703773e-18	3.376803042e-18	1.107988940e-18	1.936493946e-18	1.006133833e-17	2.383778295e-18	6.830396723e-17	2.353618571e-17	1.116417252e-17	9.713212082e-18	0.000000000e+00	0.000000000e+00	9.513747386e-18	
4.079978601e+01	6.476397954e-16	4.521987219e-16	1.370720131e-18	1.489271277e-18	1.345719607e-17	8.186022174e-18	1.343053287e-18	5.768176137e-19	3.676615703e-18	2.653284375e-19	1.283985379e-17	2.823990244e-17	5.888265618e-18	3.210230642e-18	1.068222673e-18	1.840865862e-18	8.524704449e-18	1.971887207e-18	6.367736652e-17	2.161729543e-17	9.909349642e-18	6.288104480e-18	0.000000000e+00	0.000000000e+00	1.009289705e-17	
3.554144513e+01	6.637805725e-16	4.833025135e-16	1.445988662e-18	1.577972759e-18	1.419248664e-17	9.422520629e-18	1.547310951e-18	8.714256460e-19	4.340392548e-18	4.019578731e-19	9.625296439e-18	2.973669031e-17	5.604375305e-18	3.070590218e-18	1.034442998e-18	1.760703497e-18	7.368882164e-18	1.668993950e-18	5.583429966e-17	1.952969543e-17	8.487926845e-18	2.956106485e-18	0.000000000e+00	0.000000000e+00	1.064436498e-17	
3.091860047e+01	6.804828289e-16	5.144922561e-16	1.515567227e-18	1.660307872e-18	1.489145867e-17	1.083773785e-17	1.755425159e-18	1.375847713e-18	5.022251609e-18	6.149101764e-19	7.220850684e-18	3.111797735e-17	5.366122674e-18	2.952852305e-18	1.005629244e-18	1.693117700e-18	6.482929736e-18	1.441387163e-18	4.624540040e-17	1.671774322e-17	6.850434237e-18	1.222621810e-18	0.000000000e+00	0.000000000e+00	1.116859400e-17	
2.685444922e+01	6.979799395e-16	5.479183170e-16	1.579497113e-18	1.736233668e-18	1.549975716e-17	1.227973944e-17	1.977357792e-18	1.952935422e-18	5.918736109e-18	1.041007542e-18	4.959253185e-18	3.171363291e-17	4.550442035e-18	2.468885324e-18	8.732748369e-19	1.427043143e-18	4.435610320e-18	1.022808041e-18	3.812269344e-17	1.364512561e-17	4.857589413e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.162481787e-17	
2.328147054e+01	7.169261617e-16	5.838545156e-16	1.637924548e-18	1.805846255e-18	1.592896127e-17	1.376966651e-17	2.204236995e-18	2.559023129e-18	6.780968251e-18	1.695692615e-18	3.257593844e-18	3.068793851e-17	3.155403377e-18	2.032492824e-18	7.486956114e-19	1.185590135e-18	2.582793696e-18	6.445360346e-19	3.008883846e-17	9.540986098e-18	2.764457969e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.194672095e-17	
2.014030381e+01	7.366729880e-16	6.225365890e-16	1.691073386e-18	1.869347601e-18	1.625734253e-17	1.522436333e-17	2.429421784e-18	3.057937053e-18	7.515400723e-18	2.082197131e-18	2.130039253e-18	2.859027397e-17	1.912301760e-18	1.713033933e-18	6.539405280e-19	1.007305430e-18	1.407648936e-18	3.886821807e-19	2.002956867e-17	5.129969222e-18	1.046551651e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.219300690e-17	
1.737876246e+01	7.411434920e-16	6.512706326e-16	1.739221653e-18	1.927016400e-18	1.626647796e-17	1.665983133e-17	2.664631606e-18	3.080258692e-18	6.171095280e-18	2.266603097e-18	6.800225724e-19	2.050685720e-17	9.522614718e-19	1.128737674e-18	4.958170180e-19	6.918668175e-19	6.399978845e-19	1.531962147e-19	1.307230243e-17	7.766640851e-19	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.219985847e-17	
1.495096690e+01	7.463230304e-16	6.842085103e-16	1.782682051e-18	1.979183375e-18	1.542615697e-17	1.813484540e-17	2.883009050e-18	2.564221065e-18	4.318498555e-18	2.328933718e-18	0.000000000e+00	5.290771740e-18	3.925977191e-19	7.119953897e-19	3.166874518e-19	4.279323583e-19	2.211265834e-19	6.604324297e-20	5.269835382e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.156961773e-17	
1.281658231e+01	7.565232204e-16	7.103971758e-16	2.245051072e-18	2.210197137e-18	1.181348705e-17	2.014517479e-17	3.075226008e-18	1.986844616e-18	1.844693896e-18	1.651391400e-18	0.000000000e+00	6.098289623e-19	1.232860137e-19	2.910606390e-19	0.000000000e+00	1.298030458e-19	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	8.860115288e-18	
1.094014855e+01	7.892874972e-16	7.528480918e-16	3.186918704e-18	2.589690769e-18	3.825852553e-18	2.220909828e-17	3.213032091e-18	1.328568357e-18	0.000000000e+00	8.624463433e-20	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.869389415e-18	
9.290490991e+00	8.517496485e-16	8.171069076e-16	4.336389721e-18	2.976788276e-18	0.000000000e+00	2.395911614e-17	3.277091943e-18	9.335486244e-20	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
7.840202622e+00	8.572069448e-16	8.192979927e-16	5.684868203e-18	3.364621833e-18	0.000000000e+00	2.567228868e-17	3.187173354e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.565188700e+00	8.293793916e-16	7.884936430e-16	7.212750585e-18	3.747110523e-18	0.000000000e+00	2.711050077e-17	2.815386698e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
5.444266450e+00	8.048561406e-16	7.623703083e-16	8.891752950e-18	4.119130422e-18	0.000000000e+00	2.750000000e-17	1.974948868e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.458813141e+00	7.797758403e-16	7.377007137e-16	1.068783611e-17	4.476580043e-18	0.000000000e+00	2.629624970e-17	6.144606622e-19	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.592456687e+00	7.545150668e-16	7.141324901e-16	1.256422160e-17	4.816364777e-18	0.000000000e+00	2.300199028e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.830803650e+00	6.819551467e-16	6.486934370e-16	1.448411088e-17	5.136324628e-18	0.000000000e+00	1.364127416e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.161200111e+00	6.043731036e-16	5.810121025e-16	1.641287071e-17	5.435127120e-18	0.000000000e+00	1.513003324e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.572521437e+00	4.685996058e-16	4.445678740e-16	1.831958861e-17	5.712143181e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.054987462e+00	3.757029178e-16	3.513500376e-16	1.831430843e-17	6.038571842e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.000000000e-01	3.113738939e-16	2.856887046e-16	1.902781740e-17	6.657371903e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.000000000e-01	2.687121265e-16	2.381796085e-16	2.211619819e-17	8.416319824e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

