# Cross section for Ar
# Energy in eV
# Cross section in cm2
# Total Cross Section
# Process 0 : Ar + hv -> Ar+ + e
# Process 1 : Ar + hv -> Ar++ + e
5.329145440e+02	1.137315789e-18	1.137315789e-18	1.907873288e-19	
3.306245335e+02	2.781917808e-18	2.781917808e-18	5.909999990e-19	
1.859763000e+02	6.355000005e-19	6.355000005e-19	1.590277672e-19	
1.033201667e+02	1.310000004e-18	1.310000004e-18	3.220000005e-19	
7.232411665e+01	1.565500002e-18	1.565500002e-18	3.679991056e-19	
5.579289000e+01	1.152399982e-18	1.152399982e-18	2.999948854e-19	
4.898915955e+01	9.249723751e-19	9.249723751e-19	2.376326288e-19	
4.837963910e+01	9.320024188e-19	9.320024188e-19	2.320458304e-19	
4.600400090e+01	1.063822465e-18	1.063822465e-18	2.889430815e-19	
4.248571470e+01	1.915742588e-18	1.915742588e-18	2.270313990e-19	
4.110756160e+01	2.610514051e-18	2.610514051e-18	3.253145546e-20	
4.088205650e+01	2.764440830e-18	2.764440830e-18	7.057249066e-22	
4.085043455e+01	2.786025552e-18	2.786025552e-18	0.000000000e+00	
4.081881260e+01	2.807610275e-18	2.807610275e-18	0.000000000e+00	
3.811893485e+01	5.302599943e-18	5.302599943e-18	0.000000000e+00	
3.455950415e+01	1.135114994e-17	1.135114994e-17	0.000000000e+00	
3.368995120e+01	1.337289161e-17	1.337289161e-17	0.000000000e+00	
3.234050060e+01	1.688880818e-17	1.688880818e-17	0.000000000e+00	
2.927404720e+01	2.555553561e-17	2.555553561e-17	0.000000000e+00	
2.710635215e+01	4.040195663e-17	4.040195663e-17	0.000000000e+00	
2.665565990e+01	3.816752877e-17	3.816752877e-17	0.000000000e+00	
2.572374995e+01	4.424316793e-17	4.424316793e-17	0.000000000e+00	
2.366971090e+01	4.013433193e-17	4.013433193e-17	0.000000000e+00	
2.245873225e+01	3.926750182e-17	3.926750182e-17	0.000000000e+00	
2.236988270e+01	3.920390246e-17	3.920390246e-17	0.000000000e+00	
2.179653210e+01	3.879349262e-17	3.879349262e-17	0.000000000e+00	
2.122318150e+01	3.838308277e-17	3.838308277e-17	0.000000000e+00	
2.094110740e+01	3.818117143e-17	3.818117143e-17	0.000000000e+00	
2.049865600e+01	3.786446048e-17	3.786446048e-17	0.000000000e+00	
2.001587420e+01	3.751888065e-17	3.751888065e-17	0.000000000e+00	
1.969346970e+01	3.728810042e-17	3.728810042e-17	0.000000000e+00	
1.938148100e+01	3.706477593e-17	3.706477593e-17	0.000000000e+00	
1.839326045e+01	3.628523154e-17	3.628523154e-17	0.000000000e+00	
1.767534935e+01	3.490082777e-17	3.490082777e-17	0.000000000e+00	
1.763367015e+01	3.482045453e-17	3.482045453e-17	0.000000000e+00	
1.707994845e+01	3.375266995e-17	3.375266995e-17	0.000000000e+00	
1.637256720e+01	3.238857171e-17	3.238857171e-17	0.000000000e+00	
1.620890770e+01	3.207297438e-17	3.207297438e-17	0.000000000e+00	
1.615359135e+01	3.196630356e-17	3.196630356e-17	0.000000000e+00	
1.609827500e+01	3.185963274e-17	3.185963274e-17	0.000000000e+00	
1.590510105e+01	3.148712040e-17	3.148712040e-17	0.000000000e+00	
1.571192710e+01	3.111460806e-17	3.111460806e-17	0.000000000e+00	
1.560247605e+01	3.090354510e-17	3.090354510e-17	0.000000000e+00	
1.504220075e+01	2.982312270e-17	2.982312270e-17	0.000000000e+00	
1.418119935e+01	0.000000000e+00	2.816278678e-17	0.000000000e+00	
1.341349530e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.287550275e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.269503710e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.254422855e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.224797440e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.209252880e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.205627475e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.202002070e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.191151990e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

