# Cross section for He
# Energy in eV
# Cross section in cm2
# inelastic cross section 
# elastic cross section 
1.600000000e+03	9.238774515e-18	1.695433100e-18

1.406414536e+03	1.024060281e-17	1.969889785e-18

1.236114969e+03	1.145976697e-17	2.316550576e-18

1.086396938e+03	1.268962375e-17	2.679310828e-18

9.547730637e+02	1.412140104e-17	3.125455486e-18

8.390565790e+02	1.566798814e-17	3.578652479e-18

7.373249979e+02	1.741990376e-17	4.240208386e-18

6.478881762e+02	1.932396502e-17	5.060427124e-18

5.692602321e+02	2.145718246e-17	5.975231236e-18

5.001348599e+02	2.370188196e-17	7.017266169e-18

4.393636273e+02	2.620156277e-17	8.161294988e-18

3.859368955e+02	2.891509878e-17	9.702648769e-18

3.389670457e+02	3.178033725e-17	1.131695267e-17

2.976737322e+02	3.477075047e-17	1.302408286e-17

2.613709177e+02	3.808480602e-17	1.492233574e-17

2.294554761e+02	4.141279002e-17	1.742371262e-17

2.013971717e+02	4.494677069e-17	2.016310541e-17

1.767298508e+02	4.847720649e-17	2.337510107e-17

1.550436963e+02	5.146862082e-17	2.688374778e-17

1.359784197e+02	5.287125207e-17	3.130705396e-17

1.192172751e+02	5.359706532e-17	3.587877517e-17

1.044817969e+02	5.364281285e-17	4.221872370e-17

9.152717330e+01	5.304446261e-17	4.871156462e-17

8.013817938e+01	5.128851889e-17	5.840718962e-17

7.012560113e+01	4.838055601e-17	6.903507409e-17

6.132309196e+01	4.468321336e-17	8.094937073e-17

5.358440910e+01	4.057305306e-17	9.312546209e-17

4.678098394e+01	3.582010068e-17	1.067086389e-16

4.079978601e+01	3.070461732e-17	1.218138389e-16

3.554144513e+01	2.572888700e-17	1.368500247e-16

3.091860047e+01	2.061314690e-17	1.569986313e-16

2.685444922e+01	1.505833136e-17	1.778737520e-16

2.328147054e+01	1.035973043e-17	2.241997518e-16

2.014030381e+01	3.890087579e-18	2.809475429e-16

1.737876246e+01	0.000000000e+00	3.224006493e-16

1.495096690e+01	0.000000000e+00	3.502007182e-16

1.281658231e+01	0.000000000e+00	3.817047038e-16

1.094014855e+01	0.000000000e+00	4.093094883e-16

9.290490991e+00	0.000000000e+00	4.439578672e-16

7.840202622e+00	0.000000000e+00	4.803176727e-16

6.565188700e+00	0.000000000e+00	5.066637766e-16

5.444266450e+00	0.000000000e+00	5.307446593e-16

4.458813141e+00	0.000000000e+00	5.668937153e-16

3.592456687e+00	0.000000000e+00	5.929745946e-16

2.830803650e+00	0.000000000e+00	6.019327818e-16

2.161200111e+00	0.000000000e+00	6.120575898e-16

1.572521437e+00	0.000000000e+00	6.189000000e-16

1.054987462e+00	0.000000000e+00	6.189000000e-16

6.000000000e-01	0.000000000e+00	6.189000000e-16

2.000000000e-01	0.000000000e+00	6.189000000e-16

#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

