# Cross section for H2
# Energy in eV
# Cross section in cm2
# Total Cross Section
# Process 0 : H2 + ph -> 1. x H2+(X) 
# Process 1 : H2 + ph -> H+ + H
# Process 2 : H2 + ph -> H + H
5.329145440e+02	2.265819357e-22	2.265819357e-22	4.730291559e-23	2.704688537e-22	
3.306245335e+02	1.134769214e-21	1.134769214e-21	2.299999995e-22	1.269999998e-21	
1.859763000e+02	8.783745026e-21	8.783745026e-21	1.479919655e-21	7.699586706e-21	
1.033201667e+02	4.800009899e-20	4.800008823e-20	9.160000248e-21	4.320000110e-20	
7.232411665e+01	1.400000527e-19	1.300000486e-19	3.109957343e-20	1.409980985e-19	
5.579289000e+01	4.000000000e-19	3.700000000e-19	6.020130121e-20	3.330148172e-19	
4.898915955e+01	7.599999048e-19	6.899998975e-19	7.606699296e-20	5.136819430e-19	
4.837963910e+01	6.310575457e-19	5.511388954e-19	7.748834021e-20	5.298672267e-19	
4.600400090e+01	7.599999506e-19	6.899999468e-19	8.587876771e-20	6.268032386e-19	
4.248571470e+01	7.611234924e-19	6.901728450e-19	1.009807968e-19	8.141995650e-19	
4.110756160e+01	1.339999322e-18	1.339999240e-18	1.052807956e-19	8.996995401e-19	
4.088205650e+01	1.007370108e-18	9.388874837e-19	1.059843979e-19	9.136897713e-19	
4.085043455e+01	1.286204647e-18	1.275129134e-18	1.060000000e-19	9.152628172e-19	
4.081881260e+01	1.053791398e-18	1.003283997e-18	1.060000000e-19	9.167628386e-19	
3.811893485e+01	1.339369732e-18	1.339258508e-18	1.056126960e-19	1.098316473e-18	
3.455950415e+01	2.099999113e-18	1.999999229e-18	1.556948101e-19	1.629490410e-18	
3.368995120e+01	1.950857790e-18	1.900571860e-18	1.679296459e-19	1.759253820e-18	
3.234050060e+01	2.099444151e-18	1.999629434e-18	1.573930048e-19	2.083188857e-18	
2.927404720e+01	2.900001158e-18	2.800001158e-18	1.200004902e-19	2.869989685e-18	
2.710635215e+01	3.796446735e-18	3.696446735e-18	9.909477179e-20	3.506246076e-18	
2.665565990e+01	3.704775217e-18	3.604775217e-18	9.474821988e-20	3.638532439e-18	
2.572374995e+01	3.798528159e-18	3.698528159e-18	9.840419591e-20	4.018812767e-18	
2.366971090e+01	4.999999471e-18	4.899999471e-18	1.129998444e-19	4.969989859e-18	
2.245873225e+01	6.299997585e-18	6.199997585e-18	1.250649643e-19	5.712459339e-18	
2.236988270e+01	5.826652637e-18	5.821322110e-18	1.259501872e-19	5.766934594e-18	
2.179653210e+01	6.295637830e-18	6.196510264e-18	1.319711623e-19	6.180517407e-18	
2.122318150e+01	6.399127671e-18	6.398255341e-18	1.389351119e-19	6.616106713e-18	
2.094110740e+01	6.301771688e-18	6.203543376e-18	1.415049037e-19	6.854834722e-18	
2.049865600e+01	7.788252142e-18	7.788252142e-18	1.455049028e-19	7.229834637e-18	
2.001587420e+01	7.793791508e-18	7.793791508e-18	1.497361539e-19	7.670976932e-18	
1.969346970e+01	7.898449225e-18	7.898449225e-18	1.519723457e-19	0.000000000e+00	
1.938148100e+01	7.801602936e-18	7.801602936e-18	1.381332065e-19	0.000000000e+00	
1.839326045e+01	8.899999497e-18	8.899999497e-18	9.348636080e-20	0.000000000e+00	
1.767534935e+01	1.109807308e-17	9.199737238e-18	0.000000000e+00	0.000000000e+00	
1.763367015e+01	1.040571078e-17	1.015464767e-17	0.000000000e+00	0.000000000e+00	
1.707994845e+01	1.109185905e-17	9.211193808e-18	0.000000000e+00	0.000000000e+00	
1.637256720e+01	1.279999336e-17	7.900038183e-18	0.000000000e+00	0.000000000e+00	
1.620890770e+01	1.241185272e-17	1.013184685e-17	0.000000000e+00	0.000000000e+00	
1.615359135e+01	1.276383695e-17	8.107937545e-18	0.000000000e+00	0.000000000e+00	
1.609827500e+01	1.261806183e-17	9.719381667e-18	0.000000000e+00	0.000000000e+00	
1.590510105e+01	1.279482239e-17	7.951776064e-18	0.000000000e+00	0.000000000e+00	
1.571192710e+01	1.338447865e-17	6.341390278e-18	0.000000000e+00	0.000000000e+00	
1.560247605e+01	1.282738812e-17	7.826965007e-18	0.000000000e+00	0.000000000e+00	
1.504220075e+01	1.429999797e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.418119935e+01	1.600000872e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.341349530e+01	2.630005766e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.287550275e+01	3.289996626e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.269503710e+01	3.611108363e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.254422855e+01	3.300937746e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.224797440e+01	2.520011632e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.209252880e+01	2.839718250e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.205627475e+01	2.565547918e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.202002070e+01	2.614825462e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.191151990e+01	2.525069023e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

