# Cross section for He
# Energy in eV
# Cross section in cm2
# Total Cross Section
# Process 0 : He + ph -> He+(ABS)
# Process 1 : He + ph -> He++ + 2e
5.329145440e+02	3.079397121e-21	3.079397121e-21	3.558287997e-24	
3.306245335e+02	1.173455996e-20	1.173455996e-20	6.779999992e-24	
1.859763000e+02	6.353497901e-20	6.353497901e-20	3.349828255e-23	
1.033201667e+02	3.579820011e-19	3.579820011e-19	1.019999988e-22	
7.232411665e+01	9.380008642e-19	9.380008642e-19	0.000000000e+00	
5.579289000e+01	1.637436508e-18	1.637436508e-18	0.000000000e+00	
4.898915955e+01	2.103275374e-18	2.103275374e-18	0.000000000e+00	
4.837963910e+01	2.150816177e-18	2.150816177e-18	0.000000000e+00	
4.600400090e+01	2.336108969e-18	2.336108969e-18	0.000000000e+00	
4.248571470e+01	2.806098505e-18	2.806098505e-18	0.000000000e+00	
4.110756160e+01	2.991300682e-18	2.991300682e-18	0.000000000e+00	
4.088205650e+01	3.021605033e-18	3.021605033e-18	0.000000000e+00	
4.085043455e+01	3.025854528e-18	3.025854528e-18	0.000000000e+00	
4.081881260e+01	3.030104022e-18	3.030104022e-18	0.000000000e+00	
3.811893485e+01	3.392925276e-18	3.392925276e-18	0.000000000e+00	
3.455950415e+01	4.117552821e-18	4.117552821e-18	0.000000000e+00	
3.368995120e+01	4.311929493e-18	4.311929493e-18	0.000000000e+00	
3.234050060e+01	4.613580722e-18	4.613580722e-18	0.000000000e+00	
2.927404720e+01	5.474802614e-18	5.474802614e-18	0.000000000e+00	
2.710635215e+01	6.196560602e-18	6.196560602e-18	0.000000000e+00	
2.665565990e+01	6.346623560e-18	6.346623560e-18	0.000000000e+00	
2.572374995e+01	6.699468117e-18	6.699468117e-18	0.000000000e+00	
2.366971090e+01	2.766180281e-18	0.000000000e+00	0.000000000e+00	
2.245873225e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.236988270e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.179653210e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.122318150e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.094110740e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.049865600e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.001587420e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.969346970e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.938148100e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.839326045e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.767534935e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.763367015e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.707994845e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.637256720e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.620890770e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.615359135e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.609827500e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.590510105e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.571192710e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.560247605e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.504220075e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.418119935e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.341349530e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.287550275e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.269503710e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.254422855e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.224797440e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.209252880e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.205627475e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.202002070e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.191151990e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

