# Cross section for CO2
# Energy in eV
# Cross section in cm2
# inelastic cross section 
# elastic cross section 
1.600000000e+03	9.588801726e-17	1.514816514e-16

1.406414536e+03	1.065220977e-16	1.633841096e-16

1.236114969e+03	1.178931429e-16	1.758773183e-16

1.086396938e+03	1.299797976e-16	1.902061053e-16

9.547730637e+02	1.436274250e-16	2.043402900e-16

8.390565790e+02	1.570498239e-16	2.200186169e-16

7.373249979e+02	1.755686195e-16	2.377282640e-16

6.478881762e+02	1.937916497e-16	2.567280900e-16

5.692602321e+02	2.126554301e-16	2.768854476e-16

5.001348599e+02	2.352283968e-16	2.979573607e-16

4.393636273e+02	2.598028477e-16	3.222274896e-16

3.859368955e+02	2.872490110e-16	3.471026937e-16

3.389670457e+02	3.127689730e-16	3.755951607e-16

2.976737322e+02	3.445704538e-16	4.031939366e-16

2.613709177e+02	3.761810944e-16	4.390291343e-16

2.294554761e+02	4.087011185e-16	4.731551320e-16

2.013971717e+02	4.417895562e-16	5.053412498e-16

1.767298508e+02	4.773492209e-16	5.562257893e-16

1.550436963e+02	5.134533846e-16	6.063940593e-16

1.359784197e+02	5.522812734e-16	6.542236432e-16

1.192172751e+02	5.900023636e-16	6.993793252e-16

1.044817969e+02	6.257764593e-16	7.416451778e-16

9.152717330e+01	6.607271062e-16	7.944105271e-16

8.013817938e+01	6.856759281e-16	8.506456896e-16

7.012560113e+01	6.856159981e-16	9.033635882e-16

6.132309196e+01	6.706061737e-16	9.524023703e-16

5.358440910e+01	6.422004511e-16	1.016809212e-15

4.678098394e+01	6.065291214e-16	1.093168523e-15

4.079978601e+01	5.618213300e-16	1.178147081e-15

3.554144513e+01	5.082612705e-16	1.254683844e-15

3.091860047e+01	4.457456474e-16	1.325466308e-15

2.685444922e+01	3.638654994e-16	1.352547613e-15

2.328147054e+01	2.873772301e-16	1.353092438e-15

2.014030381e+01	2.121034521e-16	1.340557184e-15

1.737876246e+01	1.339137488e-16	1.292037912e-15

1.495096690e+01	7.289512600e-17	1.247206326e-15

1.281658231e+01	3.365385280e-17	1.131463063e-15

1.094014855e+01	9.469856572e-18	1.038614468e-15

9.290490991e+00	7.082249588e-18	9.233519843e-16

7.840202622e+00	8.319940259e-18	7.924736600e-16

6.565188700e+00	1.125181059e-17	6.959856471e-16

5.444266450e+00	1.405305447e-17	6.259514239e-16

4.458813141e+00	1.954319613e-17	5.964815725e-16

3.592456687e+00	2.457865089e-17	6.907987557e-16

2.830803650e+00	3.565692073e-17	5.057031527e-16

2.161200111e+00	4.568476510e-17	4.473779531e-16

1.572521437e+00	7.105487479e-17	4.676001154e-16

1.054987462e+00	9.511729560e-17	4.969567958e-16

6.000000000e-01	1.573161945e-16	7.279719250e-16

2.000000000e-01	1.597212383e-16	1.603962690e-15

#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

