# Cross section for H
# Energy in eV
# Cross section in cm2
# inelastic cross section 
# elastic cross section 
1.600000000e+03	8.199736944e-18	1.694077278e-18

1.406414536e+03	9.271305075e-18	1.951223966e-18

1.236114969e+03	1.049982807e-17	2.273521769e-18

1.086396938e+03	1.179464633e-17	2.607782964e-18

9.547730637e+02	1.334282668e-17	3.014649110e-18

8.390565790e+02	1.519037818e-17	3.424462603e-18

7.373249979e+02	1.724861882e-17	3.976272999e-18

6.478881762e+02	1.929558900e-17	4.628108221e-18

5.692602321e+02	2.192283113e-17	5.345510943e-18

5.001348599e+02	2.479965121e-17	6.156684516e-18

4.393636273e+02	2.816901469e-17	7.047159235e-18

3.859368955e+02	3.192246967e-17	8.301764092e-18

3.389670457e+02	3.613116091e-17	9.618236426e-18

2.976737322e+02	4.110003663e-17	1.104620797e-17

2.613709177e+02	4.679272209e-17	1.261163663e-17

2.294554761e+02	5.330957294e-17	1.460971613e-17

2.013971717e+02	6.051469743e-17	1.673391519e-17

1.767298508e+02	6.884642294e-17	1.909871615e-17

1.550436963e+02	7.737099172e-17	2.174165214e-17

1.359784197e+02	8.708397088e-17	2.535409372e-17

1.192172751e+02	9.728593929e-17	2.910371471e-17

1.044817969e+02	1.084607717e-16	3.454381248e-17

9.152717330e+01	1.208145203e-16	4.016038488e-17

8.013817938e+01	1.323033493e-16	4.795640249e-17

7.012560113e+01	1.402855433e-16	5.639521294e-17

6.132309196e+01	1.439228290e-16	6.284046882e-17

5.358440910e+01	1.465907885e-16	6.908237408e-17

4.678098394e+01	1.475525049e-16	7.744385823e-17

4.079978601e+01	1.465381927e-16	8.826504780e-17

3.554144513e+01	1.428086761e-16	9.902064871e-17

3.091860047e+01	1.367176873e-16	1.154233442e-16

2.685444922e+01	1.285804480e-16	1.328801148e-16

2.328147054e+01	1.172841935e-16	1.878273369e-16

2.014030381e+01	1.046362309e-16	2.342823545e-16

1.737876246e+01	8.835585253e-17	2.654400052e-16

1.495096690e+01	7.178178143e-17	3.048175898e-16

1.281658231e+01	5.801148569e-17	3.505881263e-16

1.094014855e+01	5.466509734e-17	4.042252577e-16

9.290490991e+00	0.000000000e+00	4.918694448e-16

7.840202622e+00	0.000000000e+00	5.989985751e-16

6.565188700e+00	0.000000000e+00	7.211046807e-16

5.444266450e+00	0.000000000e+00	8.680577715e-16

4.458813141e+00	0.000000000e+00	1.113116266e-15

3.592456687e+00	0.000000000e+00	1.344480275e-15

2.830803650e+00	0.000000000e+00	1.545182133e-15

2.161200111e+00	0.000000000e+00	1.805026355e-15

1.572521437e+00	0.000000000e+00	2.094660062e-15

1.054987462e+00	0.000000000e+00	2.399192422e-15

6.000000000e-01	0.000000000e+00	3.360126188e-15

2.000000000e-01	0.000000000e+00	5.013993618e-15

#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

