# Cross section for O
# Energy in eV
# Cross section in cm2
# inelastic cross section 
# elastic cross section 
1.600000000e+03	3.572310172e-17	3.764138873e-17

1.406414536e+03	3.933852980e-17	4.193181780e-17

1.236114969e+03	4.332595540e-17	4.627202649e-17

1.086396938e+03	4.788124388e-17	5.104974112e-17

9.547730637e+02	5.344659541e-17	5.630761035e-17

8.390565790e+02	5.828323755e-17	6.209286226e-17

7.373249979e+02	6.368742034e-17	6.845494255e-17

6.478881762e+02	6.940742222e-17	7.435377523e-17

5.692602321e+02	7.590651264e-17	8.193152307e-17

5.001348599e+02	8.320015471e-17	9.046209098e-17

4.393636273e+02	9.278892525e-17	9.986315839e-17

3.859368955e+02	1.032295272e-16	1.089475682e-16

3.389670457e+02	1.142179658e-16	1.175979533e-16

2.976737322e+02	1.268548962e-16	1.296680898e-16

2.613709177e+02	1.382594316e-16	1.408687934e-16

2.294554761e+02	1.495880226e-16	1.553999290e-16

2.013971717e+02	1.612507613e-16	1.683718997e-16

1.767298508e+02	1.713694908e-16	1.835430349e-16

1.550436963e+02	1.786328139e-16	2.014812076e-16

1.359784197e+02	1.869960404e-16	2.197666976e-16

1.192172751e+02	1.953260435e-16	2.420743419e-16

1.044817969e+02	2.020021450e-16	2.607698250e-16

9.152717330e+01	2.075825776e-16	2.874851684e-16

8.013817938e+01	2.114116625e-16	3.121037942e-16

7.012560113e+01	2.105759818e-16	3.379351692e-16

6.132309196e+01	2.079727843e-16	3.665586734e-16

5.358440910e+01	2.043580192e-16	3.941535619e-16

4.678098394e+01	1.974092937e-16	4.187742845e-16

4.079978601e+01	1.869490192e-16	4.521987219e-16

3.554144513e+01	1.715368983e-16	4.833025135e-16

3.091860047e+01	1.568814095e-16	5.144922561e-16

2.685444922e+01	1.407681858e-16	5.479183170e-16

2.328147054e+01	1.240119872e-16	5.838545156e-16

2.014030381e+01	1.054374221e-16	6.225365890e-16

1.737876246e+01	8.233640428e-17	6.512706326e-16

1.495096690e+01	5.571861972e-17	6.842085103e-16

1.281658231e+01	4.159464429e-17	7.103971758e-16

1.094014855e+01	3.072051406e-17	7.528480918e-16

9.290490991e+00	2.741532619e-17	8.171069076e-16

7.840202622e+00	2.897595601e-17	8.192979927e-16

6.565188700e+00	3.009301470e-17	7.884936430e-16

5.444266450e+00	2.969047370e-17	7.623703083e-16

4.458813141e+00	2.721185024e-17	7.377007137e-16

3.592456687e+00	2.337189464e-17	7.141324901e-16

2.830803650e+00	1.414967715e-17	6.486934370e-16

2.161200111e+00	2.109225360e-18	5.810121025e-16

1.572521437e+00	8.146457928e-19	4.445678740e-16

1.054987462e+00	8.500050673e-19	3.513500376e-16

6.000000000e-01	1.142990924e-18	2.856887046e-16

2.000000000e-01	3.053251802e-17	2.381796085e-16

#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

