173.408 4.5283
179.121 5.09434
186.673 5.37736
196.063 5.37736
203.694 6.22642
218.837 7.07547
222.633 7.35849
230.144 7.35849
235.818 7.64151
241.492 7.92453
247.165 8.20755
250.961 8.49057
265.985 8.49057
271.658 8.77358
275.454 9.0566
279.25 9.33962
284.884 9.33962
288.679 9.62264
292.475 9.90566
298.149 10.1887
303.822 10.4717
309.496 10.7547
315.13 10.7547
318.926 11.0377
324.599 11.3208
330.273 11.6038
337.785 11.6038
350.93 11.6038
354.726 11.8868
364.155 12.1698
371.707 12.4528
375.543 13.0189
377.42 13.0189
386.85 13.3019
390.646 13.5849
398.197 13.8679
403.871 14.1509
409.545 14.434
415.218 14.717
422.77 15
428.483 15.566
432.279 15.8491
437.953 16.1321
441.749 16.4151
445.544 16.6981
447.422 16.6981
455.014 17.2642
460.648 17.2642
466.281 17.2642
471.915 17.2642
479.427 17.2642
486.899 16.9811
496.288 16.9811
500.044 16.9811
507.556 16.9811
516.946 16.9811
522.619 17.2642
526.415 17.5472
528.333 17.8302
533.967 17.8302
539.68 18.3962
543.476 18.6792
549.15 18.9623
552.945 19.2453
556.741 19.5283
560.537 19.8113
564.333 20.0943
568.128 20.3774
571.964 20.9434
575.76 21.2264
579.555 21.5094
583.351 21.7925
587.147 22.0755
590.903 22.0755
592.82 22.3585
594.698 22.3585
596.616 22.6415
602.25 22.6415
611.64 22.6415
621.069 22.9245
622.987 23.2075
628.621 23.2075
634.294 23.4906
639.928 23.4906
647.4 23.2075
651.156 23.2075
656.79 23.2075
660.586 23.4906
666.179 23.2075
669.935 23.2075
673.691 23.2075
675.569 23.2075
681.123 22.6415
684.879 22.6415
686.797 22.9245
688.595 22.3585
695.987 21.5094
696.067 22.0755
697.865 21.5094
701.541 20.9434
703.419 20.9434
709.013 20.6604
710.732 19.5283
710.811 20.0943
712.689 20.0943
716.445 20.0943
720.201 20.0943
723.957 20.0943
725.755 19.5283
729.431 18.9623
731.429 19.8113
731.509 20.3774
736.903 18.6792
737.023 19.5283
742.497 18.3962
746.173 17.8302
748.33 19.8113
753.605 17.2642
759.279 17.5472
766.791 17.5472
768.549 16.6981
770.347 16.1321
772.145 15.566
774.143 16.4151
779.737 16.1321
783.413 15.566
783.493 16.1321
789.047 15.566
794.681 15.566
798.397 15.283
800.314 15.566
805.988 15.8491
813.5 15.8491
815.418 16.1321
819.134 15.8491
824.847 16.4151
826.805 16.9811
830.521 16.6981
834.157 15.8491
836.274 17.5472
843.627 16.4151
843.866 18.1132
845.544 16.6981
853.295 18.3962
856.852 16.9811
860.767 18.1132
864.443 17.5472
866.481 18.6792
872.194 19.2453
875.99 19.5283
881.703 20.0943
883.382 18.6792
887.417 20.6604
892.652 17.8302
895.008 21.2264
900.323 18.9623
902.64 22.0755
907.795 18.6792
910.151 22.0755
913.429 18.6792
917.663 22.0755
924.697 18.6792
929.011 22.6415
934.046 18.3962
936.482 22.3585
941.678 19.2453
943.994 22.3585
949.189 19.2453
954.744 18.6792
958.3 17.2642
962.215 18.3962
967.49 15.8491
973.403 17.8302
975.082 16.4151
976.721 14.717
980.596 15.566
984.511 16.6981
989.547 12.4528
993.303 12.4528
1001.21 15.283
1006.13 10.1887
1006.45 12.4528
1009.65 8.49057
1016.68 18.3962
1017.32 9.62264
1019.04 8.49057
1022.99 9.90566
1027.11 12.4528
1032.26 22.3585
1033.58 18.3962
1034.06 8.49057
1037.54 6.50943
1041.77 9.90566
1043.45 8.49057
1045.49 9.62264
1048.84 6.79245
1053.24 11.3208
1056.07 18.1132
1062.27 8.77358
1062.74 25.4717
1063.3 16.1321
1064.03 7.92453
1069.42 6.22642
1073.34 7.35849
1075.49 9.33962
1079.53 11.3208
1081.89 14.717
1084.72 8.20755
1090.56 9.62264
1092.24 8.20755
1096.79 13.8679
1097.75 7.35849
1103.82 10.4717
1108.82 5.9434
1112.93 8.49057
1118.96 24.6226
1121.56 16.4151
1122.28 21.5094
1123 13.3019
1126.08 8.49057
1127 15
1131.27 18.6792
1134.06 25.1887
1134.91 17.8302
1136.54 16.1321
1137.27 7.92453
1138.87 5.9434
1142.34 3.96226
1148.18 5.37736
1152.17 7.07547
1154.13 7.64151
1157.64 5.9434
1161.28 5.09434
1164.96 4.5283
1170.71 5.37736
1172.83 7.07547
1178.94 10.4717
1184.21 7.92453
1185.69 5.09434
1187.49 4.5283
1191.45 5.9434
1193.44 6.79245
1194.16 11.8868
1197.68 10.1887
1200.08 13.8679
1203.23 9.62264
1204.75 7.07547
1208.31 5.66038
1212.02 5.37736
1215.82 5.66038
1216.1 7.64151
1218.5 11.3208
1220.77 14.1509
1221.17 16.9811
1225.01 17.5472
1229.16 20.3774
1230.32 15.283
1230.76 5.09434
1234.36 3.96226
1238.28 5.09434
1241.51 14.717
1244.34 21.5094
1250.42 24.6226
1252.78 14.717
1253.14 3.96226
1258.85 4.5283
1264.61 5.37736
1266.6 6.22642
1272.32 6.79245
1277.99 7.07547
1279.79 6.50943
1283.63 7.07547
1285.54 7.35849
1289.3 7.35849
1296.77 7.07547
1302.21 5.66038
1307.8 5.37736
1309.8 6.22642
1313.59 6.50943
1318.95 4.5283
1322.74 4.81132
1324.78 5.9434
1330.18 4.24528
1333.85 3.67925
1337.73 4.5283
1339.68 5.09434
1343.28 3.96226
1345.04 3.11321
1350.71 3.39623
1361.82 2.26415
1363.78 2.83019
1369.25 1.69811
1378.64 1.69811
1384.2 1.13208
1389.83 1.13208
1395.42 0.849057
1401.06 0.849057
1404.73 0.283019
1419.8 0.566038
1425.43 0.566038
1434.78 0.283019
1444.13 0
1451.84 1.41509
1455.44 0.283019
1464.83 0.283019
1478.01 0.566038
1487.44 0.849057
1500.59 0.849057
1502.67 2.26415
1504.34 0.849057
1517.49 0.849057
1519.45 1.41509
1540.11 1.41509
1547.66 1.69811
1551.49 2.26415
1572.15 2.26415
1585.34 2.54717
1600.4 2.83019
1609.83 3.11321
1619.3 3.67925
1630.64 4.24528
1640.07 4.5283
1657.02 4.81132
1675.76 4.5283
1688.86 4.24528
1701.97 3.96226
1709.44 3.67925
1724.42 3.39623
1743.08 2.54717
1750.59 2.54717
1761.78 1.98113
1773.05 1.98113
1776.73 1.41509
1786.11 1.41509
1804.85 1.13208
1814.2 0.849057
1825.39 0.283019
1834.74 0
1847.89 0
